"survey_audio_id","dataset","audio_file_path","survey_start_second","survey_end_second"
"6_13","makam","2e3d7f65-ec91-4bff-9b98-84f76c4891c0.mp3","151","171"
"6_14","makam","08d8c58f-02af-4160-b024-c88af7ccd281.mp3","140","160"
"6_15","makam","c239992f-d685-4086-9b0c-88650a1e2410.mp3","99","119"
"6_16","makam","92de5dda-981f-4b0c-aea4-6be8dba52b3b.mp3","9","29"
"6_17","makam","74825ce7-9653-4ddd-95f6-a4e09b87e181.mp3","133","153"
"6_18","makam","4fc1bdd8-56ae-46b5-a087-d8f694a6d41c.mp3","108","128"
"6_19","makam","0a061cae-ea6d-44c1-8a5c-39f14f278e7b.mp3","80","100"
"6_20","makam","3a1edc81-8ba6-4be2-ae88-36322554fad3.mp3","300","320"
"6_21","makam","50908a33-afe3-4cb8-a38e-be80cf365d46.mp3","95","115"
"6_22","makam","0a49eb8e-79f5-429e-9846-a36dda35dd23.mp3","90","110"
"6_23","makam","73e3408b-91e7-4765-8d5f-665cf174bfd7.mp3","25","45"
"6_24","makam","418ce07e-8626-4871-8db2-824706878d04.mp3","70","90"
"6_25","makam","36ddeb86-3c6b-4d5c-a930-d04c8eb6b63d.mp3","79","99"
"6_26","makam","a93907d4-685a-48fe-9046-38c7b9469c53.mp3","70","90"
"6_27","makam","2da5006f-37ea-4dad-8f23-68670f2ff91f.mp3","157","177"
"6_28","makam","e3be151f-9792-456f-9bf0-9c750afc0682.mp3","131","151"
"6_29","makam","e09c7d40-0413-4c93-b0a1-467d5d9be785.mp3","101","121"
"6_30","makam","5105ac4a-915c-4d20-9a37-097090e87079.mp3","55","75"
"6_31","makam","617528a8-1524-4855-8c84-ead1d79932b2.mp3","124","144"
"6_32","makam","0a0256e0-ce28-4c7f-a18b-e445ab371e27.mp3","142","162"
"6_33","makam","3b835b70-7f9b-481e-96a7-1ff6edcfd79d.mp3","86","106"
"6_34","makam","3e83f9b9-1b2c-43fb-8110-83edd9d57742.mp3","75","95"
"6_35","makam","9bcc82fd-4e17-4492-b508-e53705d15d1a.mp3","106","126"
"6_36","makam","d5e22bcb-315f-481b-8a13-62df585b745b.mp3","50","70"
"6_37","makam","03425c44-4665-4cee-8b04-39bb3de019b5.mp3","146","166"
"6_38","makam","5c3218e4-79d4-424e-a169-3d4cd156dc1a.mp3","84","104"
"6_39","makam","ea5408c5-aacc-4f4d-9825-8e07c162c0d8.mp3","85","105"
"6_40","makam","d8e17a91-5d2a-4304-8d60-05d34378a851.mp3","64","84"
"6_41","makam","93abf50b-edd1-46b8-80db-9fb4cc8a0b3f.mp3","125","145"
"6_42","makam","9d5cc04d-fd55-4659-93e0-38b1928acb5e.mp3","94","114"
"6_43","makam","a8bbb2db-6685-47ae-8e8e-a853ea12760f.mp3","118","138"
"6_44","makam","6244a864-d930-4450-96ff-34cba329dc69.mp3","21","41"
"6_45","makam","af7fd1eb-f077-4245-836b-83d86732924b.mp3","212","232"
"6_46","makam","d16b7592-2bea-429b-9f3f-7707b9ab3741.mp3","36","56"
"6_47","makam","0d9e14a0-cd38-471a-a862-8cd5d6e71734.mp3","94","114"
"6_48","makam","4d9b0c99-fdf5-4634-9ab8-51a2ab111a14.mp3","29","49"
"6_49","makam","8245fb78-0a68-407d-baf6-04fefb6a8d67.mp3","85","105"
"6_50","makam","c03dfb08-a634-4b09-b707-c3f2d3f7d71e.mp3","140","160"
"6_51","makam","8634ede3-755a-4acd-835e-1df50aaeb5d1.mp3","102","122"
"6_52","makam","9d15128c-67e0-4047-803d-fd4b7228c98e.mp3","116","136"
"6_53","makam","97cf9de3-cc64-4a5a-81f5-b6fbb1a620bb.mp3","301","321"
"6_54","makam","5f32585b-8210-4e1d-aa43-146303a49998.mp3","172","192"
"7_1","hindustani","d0781259-2c63-4b35-8ca3-75c19a98e275.mp3","996","1016"
"7_2","hindustani","f51f9523-394f-4e36-a37f-6657af9d91cf.mp3","304","324"
"7_3","hindustani","79cdf0bf-096f-4bdd-bb7b-1eac68e6fce6.mp3","116","136"
"7_4","hindustani","29929057-f7c9-41c3-9c69-7a35172c5fa9.mp3","268","288"
"7_5","hindustani","3f1f433d-db3a-4988-aad1-10bcc043f7e5.mp3","124","144"
"7_6","hindustani","c0333b05-4593-4618-b00c-9c363c0e4b09.mp3","862","882"
"7_7","hindustani","6ee92ed5-da9f-4e8b-ac7f-499522a24066.mp3","374","394"
"7_8","hindustani","2a77cc28-88f7-415f-a099-d5efdbe7004b.mp3","739","759"
"7_9","hindustani","646dace3-d125-4223-bc67-d823a566d948.mp3","350","370"
"7_10","hindustani","56c945ef-f5ed-4b03-ace1-80ed9b7acf25.mp3","810","830"
"7_11","hindustani","bc4f4072-e174-4e74-ac8e-59d7754e47a2.mp3","913","933"
"7_12","hindustani","b7ef3534-fe32-4e46-a8d9-3d0ae91163bc.mp3","191","211"
"7_13","hindustani","bc008a28-0474-4cf6-999f-c73490a99e54.mp3","346","366"
"7_14","hindustani","a0bbf182-66f0-43b2-b751-fca9affa5f68.mp3","876","896"
"7_15","hindustani","fdf7f899-df26-49ce-ae17-e8e81074bbb9.mp3","210","230"
"7_16","hindustani","e3a55c80-653e-4587-aca9-bf6c7245c459.mp3","363","383"
"7_17","hindustani","aef630b9-eee9-40ae-a5fa-463c433701a4.mp3","149","169"
"7_18","hindustani","e080c79b-865a-4a79-a562-3458c28a7df2.mp3","693","713"
"7_19","hindustani","c25577bf-04d9-49a3-a5a6-b8876d112a93.mp3","248","268"
"7_20","hindustani","53402748-f637-46a0-817d-ac711a9005ff.mp3","727","747"
"7_21","hindustani","182dd9f9-d3b7-4ebc-9d18-9e0544c6e8cc.mp3","608","628"
"7_22","hindustani","139694bf-63a0-4bc1-a978-5e67e0642088.mp3","655","675"
"7_23","hindustani","4ec29190-b7c9-46f6-81d8-db4b0c2a5b40.mp3","605","625"
"7_24","hindustani","ea66fcf3-a118-4739-966e-321be3bedb97.mp3","204","224"
"7_25","hindustani","07995112-2c63-4f01-8c45-e0f011e346bb.mp3","835","855"
"7_26","hindustani","58dfac49-8071-4dac-ac84-54974b292524.mp3","283","303"
"7_27","hindustani","43688da7-80e9-4814-b486-b01534a6ed44.mp3","456","476"
"7_28","hindustani","0f332402-b4f9-4ea9-89d6-6244194cfcee.mp3","189","209"
"7_29","hindustani","58205579-3515-4c9c-b9e5-a53f9b78d361.mp3","368","388"
"7_30","hindustani","b91d4bfb-5f68-4e95-ab16-6e61bfec417d.mp3","622","642"
"7_31","hindustani","77c41129-142a-4df0-b54e-5870120bc7da.mp3","783","803"
"7_32","hindustani","0b29d7fc-9499-4e4f-87a1-869ec8da7ab0.mp3","277","297"
"7_33","hindustani","accf3d50-a5ba-4744-a80b-658afba3407e.mp3","508","528"
"7_34","hindustani","fcdeaebd-5b1a-4dfe-9dcc-103928226ba2.mp3","463","483"
"7_35","hindustani","c1175d49-19c7-4be3-bdbf-05d70468e0d5.mp3","574","594"
"7_36","hindustani","b20456b8-7abc-4158-bb53-5ea8d80e5999.mp3","1282","1302"
"7_37","hindustani","7084ac88-542c-4e84-8eda-dc9735201d18.mp3","457","477"
"7_38","hindustani","76d07427-2a60-4338-b6cd-15bf83e46b80.mp3","339","359"
"7_39","hindustani","fb73793a-3791-4986-b3f8-00621a16a522.mp3","544","564"
"7_40","hindustani","2dbac2ae-9e9c-40b7-949d-7bca00c1633d.mp3","233","253"
"7_41","hindustani","a6d77610-1084-4696-9734-79285672df16.mp3","441","461"
"7_42","hindustani","39e58915-e08b-4cb6-9cb2-3ba21be73b1c.mp3","1359","1379"
"7_43","hindustani","0017b1e4-f8d2-49b1-baa7-9c97fd02733e.mp3","326","346"
"7_44","hindustani","ea36cb14-7c11-41d0-acb8-70ec66e61063.mp3","1246","1266"
"7_45","hindustani","4d676990-1c7c-4d05-9550-d99a55d6222f.mp3","1217","1237"
"7_46","hindustani","2d13c3d6-4fae-4596-b3de-2cf01437d36c.mp3","895","915"
"7_47","hindustani","f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.mp3","833","853"
"7_48","hindustani","cdce2d35-793d-4af8-8f61-3b6eead909d7.mp3","608","628"
"7_49","hindustani","c7bb3eef-d087-4fb1-ba54-c46732946ad9.mp3","92","112"
"7_50","hindustani","c4f7a204-5c54-47a1-ae39-b70a366b6865.mp3","603","623"
"7_51","hindustani","3ce253e3-20a1-4148-b6c7-420a9784c242.mp3","591","611"
"7_52","hindustani","e40375a2-01d2-4137-823a-3e62503baf98.mp3","931","951"
"7_53","hindustani","8cee9d53-b105-45bc-bd1d-4a608d59b2fd.mp3","143","163"
"7_54","hindustani","a44e9df9-0509-4e7d-a4ed-7cdef3691871.mp3","196","216"
"8_1","carnatic","abc578a4-0881-45db-b3da-8302e857c8b0.mp3","1576","1596"
"8_2","carnatic","6c7cd460-6ff2-41dd-a6f7-7f6bea843a21.mp3","121","141"
"8_3","carnatic","6380e56b-4430-4a10-ad73-173d2a2b2df7.mp3","133","153"
"8_4","carnatic","901d287e-43f8-4af2-bf44-c151c1daffa6.mp3","335","355"
"8_5","carnatic","ba9351a0-e016-4558-a027-122444ca5fb2.mp3","463","483"
"8_6","carnatic","efdf3faa-71aa-47f9-a007-7519539e7ec2.mp3","207","227"
"8_7","carnatic","8719a395-6ed6-4f4a-a1f5-cdfab97e7c36.mp3","415","435"
"8_8","carnatic","3845625a-e186-44c3-b8f9-b47c1ca155bb.mp3","248","268"
"8_9","carnatic","9154c0c3-0705-4198-a404-974f3e435453.mp3","88","108"
"8_10","carnatic","0f2006e9-ce85-47c2-a45b-de3586662d99.mp3","362","382"
"8_11","carnatic","a6c74d72-29c5-4ea3-b3bd-198901643255.mp3","914","934"
"8_12","carnatic","ac871df7-1dbc-414d-8ad3-4871a87578a4.mp3","236","256"
"8_13","carnatic","04e8c647-b74d-4ad9-8986-fa2a0bb91785.mp3","171","191"
"8_14","carnatic","7796536d-1f8f-4d50-ae65-7aa6efa2e34c.mp3","1033","1053"
"8_15","carnatic","aaa77365-8f3d-4a7d-9fb7-b81a82b40771.mp3","179","199"
"8_16","carnatic","d9542546-7944-42f2-9c26-4d648cc25d80.mp3","619","639"
"8_17","carnatic","b09089ff-2cb2-4d3e-b10d-f2ee6afb5451.mp3","606","626"
"8_18","carnatic","b256707d-5ed3-46c0-9343-6a7cd765a4a1.mp3","1461","1481"
"8_19","carnatic","fb2b75b8-9f05-4980-8c32-2f3e623b487c.mp3","77","97"
"8_20","carnatic","9aa2770a-c170-4db9-9657-14a74024bc31.mp3","77","97"
"8_21","carnatic","a86e1f20-6685-4dd0-b4a7-04b1eb3cf837.mp3","174","194"
"8_22","carnatic","f95f51b0-beed-4ea8-9206-e241af61a96c.mp3","345","365"
"8_23","carnatic","18e41e37-1f5f-4eff-abfa-68459338c212.mp3","61","81"
"8_24","carnatic","a37a07ad-ff3d-4512-a4e3-7405b0cd4859.mp3","251","271"
"8_25","carnatic","442715a3-31f8-494a-a694-9c571e7c38ea.mp3","236","256"
"8_26","carnatic","eb668ea4-fee2-428e-b564-3927c60f5ebe.mp3","134","154"
"8_27","carnatic","402f49e2-5957-4b24-9229-0c94b0c4c07d.mp3","398","418"
"8_28","carnatic","e00a3860-8ae2-400b-8300-4d72204969b3.mp3","957","977"
"8_29","carnatic","09983b16-fc3e-47fd-b13f-4d51d8e0085d.mp3","619","639"
"8_30","carnatic","c0945b31-038d-4473-bba7-01039e72ee5f.mp3","115","135"
"8_31","carnatic","0a1a10a8-bfda-4ccc-b889-b2d2e32266af.mp3","465","485"
"8_32","carnatic","b23910b5-f477-433e-9252-a49b84ed4ca1.mp3","132","152"
"8_33","carnatic","c2890be0-4dbd-489f-9b7b-6bef53937e61.mp3","185","205"
"8_34","carnatic","478aa625-30b2-4f55-82c4-4953eaff0963.mp3","1324","1344"
"8_35","carnatic","d04c37a2-732d-4484-ad4f-a5aa76237940.mp3","1107","1127"
"8_36","carnatic","db47fe1d-1294-4e32-b7f3-09c81aae2d61.mp3","99","119"
"8_37","carnatic","507c8fee-0844-4602-82d9-2cb131d06c84.mp3","1186","1206"
"8_38","carnatic","33f3a6c1-fa4e-44e3-a712-d1737ec08957.mp3","171","191"
"8_39","carnatic","9fcb6667-ce79-43a5-96ad-befe4abfdeba.mp3","187","207"
"8_40","carnatic","61d8336a-9b30-4fb9-827d-63fe8ce24381.mp3","206","226"
"8_41","carnatic","52b3552e-dc72-4995-b47d-bf9c4e6d7155.mp3","391","411"
"8_42","carnatic","8b240dbd-38db-462e-8e6b-b898d73348c7.mp3","83","103"
"8_43","carnatic","1f7881ef-0ef0-4e38-962f-f1bf2f1bfb7a.mp3","112","132"
"8_44","carnatic","8b7dddb1-0dec-434d-b461-153b8af03be9.mp3","144","164"
"8_45","carnatic","58062cd6-2679-4bbd-a0d3-7c8fe6c46c18.mp3","747","767"
"8_46","carnatic","d2ed8e13-d5d1-48a8-8ea2-da107e2363b3.mp3","943","963"
"8_47","carnatic","3b408f37-b07b-4e1f-96bd-f9f29ba28480.mp3","18","38"
"8_48","carnatic","4600f827-e671-4dd1-8eea-6fd531786297.mp3","1437","1457"
"8_49","carnatic","66a741cb-bdfb-41c7-8705-298e12d8e990.mp3","2280","2300"
"8_50","carnatic","b1c56032-8288-4e73-b942-c7b074ebddce.mp3","99","119"
"8_51","carnatic","ba04f4c1-28cb-4e22-b6c8-cb949426ad0b.mp3","1278","1298"
"8_52","carnatic","5c09b1ea-b2f7-48fd-a235-500ba836b135.mp3","95","115"
"8_53","carnatic","bf9c028d-ee36-436b-b0ee-e3c2d98aeb70.mp3","9","29"
"8_54","carnatic","b432b862-c0ec-44ef-a176-231396fd6e7a.mp3","1114","1134"
"9_1","jingju","朱宝光京剧唱腔集锦/朱宝光京剧唱腔伴奏 - CD1/4-12 - 朱宝光  -  《渭水河》 二黄三眼.flac","185","205"
"9_2","jingju","张静京剧老旦唱腔选/张静京剧老旦唱腔选 - CD2/2-10 - 张静  -  《平原作战》 【二黄导板】 枪声响激起我满怀惦念.flac","53","73"
"9_3","jingju","方荣翔唱腔专辑/方荣翔唱腔专辑 - CD2/2-03 - 方荣翔  -  《姚期》 皇恩洗调老臣龙廷独往.flac","152","172"
"9_4","jingju","京剧之星：管波专辑/16 - 管波  -  诓妻嫁妹：素秋女只哭得泪如雨降.flac","205","225"
"9_5","jingju","中国戏曲名家名段：罗惠兰唱腔专辑/中国戏曲名家名段：罗惠兰唱腔专辑 - CD2/2-11 - 罗惠兰  -  生死恨：夫妻们分别十载.flac","96","116"
"9_6","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - CD3/6-12 - 孟广禄  -  《刺王僚》 选段 （列国之中干戈厚）.flac","116","136"
"9_7","jingju","京剧之星：陈俊杰专辑/05 - 陈俊杰  -  将相和：在金殿定官职是非难辨.flac","147","167"
"9_8","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - 伴奏CD1/4-07 - 孟广禄  -  《赵氏孤儿》 选段 （我魏绛闻此言如梦方醒）.flac","95","115"
"9_9","jingju","迟小秋程派经典唱腔集/迟小秋程派经典唱腔集 - 伴奏CD2/4-02 - 迟小秋  -  《碧玉簪》 “莫不是” 南梆子.flac","82","102"
"9_10","jingju","当代传统京剧龚派老旦第一唱：吕昕唱腔·伴奏/当代传统京剧龚派老旦第一唱：吕昕唱腔 - CD2/2-10 - 吕昕  -  《朱仙镇》 十六载陷金邦无限悲愤.flac","272","292"
"9_11","jingju","于魁智老生唱腔专辑/于魁智老生唱腔专辑 - CD7/7-05 - 于魁智  -  《满江红》 岳飞 _割地输金做儿臣_.flac","258","278"
"9_12","jingju","赵葆秀京剧老旦唱腔精选/赵葆秀京剧老旦唱腔精选 - CD3/3-12 - 赵葆秀  -  李逵探母 12. 铁牛孩儿回家转.flac","132","152"
"9_13","jingju","黄梅 京剧名段唱腔精华集/黄梅 京剧名段唱腔精华集 - CD1/1-05 - 黄梅  -  《玉堂春》全剧唱段：这堂官司未动刑.flac","225","245"
"9_14","jingju","中国京剧名票系列专辑之三 阮宝利京剧唱腔选/08 - 阮宝利  -  《西厢记》 （凄凉萧寺春将晚）.flac","140","160"
"9_15","jingju","杜福珍唱腔选/06 - 杜福珍  -  《罢宴》 （想当年先太爷早把命丧）.flac","81","101"
"9_16","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - CD2/2-09 - 孟广禄  -  《七郎托兆》 选段 （叫鬼卒站两厢听爷一令）.flac","267","287"
"9_17","jingju","李玉芙京剧唱腔专辑/李玉芙京剧唱腔专辑 - CD1/1-04 - 李玉芙  -  《霸王别姬》 “看大王” 南梆子.flac","82","102"
"9_18","jingju","京剧之星：袁慧琴专辑/04 - 袁慧琴  -  杨门女将：乘月光瞭敌营山高势险.flac","212","232"
"9_19","jingju","当代京剧名家演唱系列：马长礼/当代京剧名家演唱系列：马长礼 - CD1/1-07 - 马长礼  -  珠帘寨.flac","229","249"
"9_20","jingju","纪念张君秋大师85周年诞辰：张学浩 张君秋之子演唱张派纪念特辑（上）/纪念张君秋大师85周年诞辰：张学浩 张君秋之子演唱张派纪念特辑（上） - CD1/1-04 - 张学浩  -  西厢记：只见他软瘫瘫颓然就座.flac","168","188"
"9_21","jingju","梨园雅集：陈少云京剧唱腔精选/16 - 陈少云  -  《描容上路》 [西皮流水].flac","67","87"
"9_22","jingju","李胜素梅派唱腔专辑/李胜素梅派唱腔专辑 - CD3/3-01 - 李胜素  -  《女起解》 苏三 “崇老伯他说是冤枉能辨”.flac","315","335"
"9_23","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - 伴奏CD1/4-06 - 孟广禄  -  《除三害》 选段 （一席话说得我羞愧难禁）.flac","98","118"
"9_24","jingju","邱正坚 京剧余派·言派唱腔选/邱正坚 京剧余派·言派唱腔选 - CD2/2-11 - 邱正坚  -  白帝城 【二黄慢板】 实指望下江东把吴狗扫尽.flac","165","185"
"9_25","jingju","京剧之星：靳学斌专辑/02 - 靳学斌  -  周仁献嫂：迷惘惘葬埋了我的妻.flac","257","277"
"9_26","jingju","于魁智老生唱腔专辑/于魁智老生唱腔专辑 - CD5/5-04 - 于魁智  -  《四郎探母》 杨延辉 _未开言不由人泪流满面_.flac","125","145"
"9_27","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - CD2/2-02 - 孟广禄  -  《遇皇后》 选段 （宋王爷坐江山人称有道）.flac","195","215"
"9_28","jingju","中国京剧名票系列专辑之二 金福田京剧唱腔选/中国京剧名票系列专辑之二 金福田京剧唱腔选 - CD2/2-08 - 金福田  -  苏武牧羊（叹苏武身困在沙漠苦海）.flac","148","168"
"9_29","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - CD3/6-09 - 孟广禄  -  《赤桑镇》 选段 （自幼儿蒙嫂娘训教抚养）.flac","73","93"
"9_30","jingju","李玉芙京剧唱腔专辑/李玉芙京剧唱腔专辑 - CD1/1-08 - 李玉芙  -  《太真外传》 “杨玉环” 西皮导板、慢板.flac","255","275"
"9_31","jingju","京剧 梨园星光：第三集/05 - 胡璇  -  打龙袍 【龙车凤辇进皇城】 （胡璇）.flac","130","150"
"9_32","jingju","京剧之星：迟小秋专辑/08 - 迟小秋  -  锁麟囊：换珠衫依旧是富贵容样.flac","273","293"
"9_33","jingju","方荣翔唱腔专辑/方荣翔唱腔专辑 - CD2/2-12 - 燕守平  -  《赵氏孤儿》 【伴奏音乐】.flac","92","112"
"9_34","jingju","康静京剧老旦唱腔考辑/康静京剧老旦唱腔考辑 - CD2/2-03 - 康静  -  行路训子 3. “自那日张义儿离去寒窑” 二黄慢板.flac","195","215"
"9_35","jingju","菊坛经典 京剧 名家名剧名段系列：童芷苓演唱精粹（第一辑）/菊坛经典 京剧 名家名剧名段系列：童芷苓演唱精粹（第一辑） - CD1/1-08 - 童芷苓 & 李多芬  -  红娘：拷红.flac","197","217"
"9_36","jingju","京剧之星：杜鹏专辑/06 - 杜鹏  -  捉放曹：一轮明月照窗下.flac","305","325"
"9_37","jingju","京剧之星：宋小川专辑/08 - 宋小川  -  柳荫记：远山叠翠如含笑.flac","107","127"
"9_38","jingju","于魁智老生唱腔专辑/于魁智老生唱腔专辑 - CD7/7-03 - 于魁智  -  《王佐断臂》 王佐 _汉室中卫律声名不正_.flac","31","51"
"9_39","jingju","赵葆秀京剧老旦唱腔精选/赵葆秀京剧老旦唱腔精选 - CD2/2-06 - 赵葆秀  -  哭灵 6. 听谯楼打罢了初更时分.flac","317","337"
"9_40","jingju","著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版/著名京剧裘派表演艺术家 孟广禄：名家风采·裘派神韵 裘派唱段集锦 珍藏版 - CD3/6-05 - 孟广禄  -  《审潘洪》 选段 （上堂来责打我四十大板）.flac","67","87"
"9_41","jingju","京剧艺术家赵葆秀唱腔专辑/京剧艺术家赵葆秀唱腔专辑 - CD1/1-05 - 赵葆秀  -  金龟记：张义，娇儿.flac","92","112"
"9_42","jingju","朱宝光京剧唱腔集锦/朱宝光京剧唱腔集锦 - DVD1/1-23 - 朱宝光  -  《三娘教子》 【二黄散板】 见三娘她把这机头割断.flac","184","204"
"9_43","jingju","李玉芙京剧唱腔专辑/李玉芙京剧唱腔专辑 - CD1/1-05 - 李玉芙  -  《霸王别姬》 “适听得” 南梆子.flac","21","41"
"9_44","jingju","李世济唱腔选/李世济唱腔选 - CD1/1-04 - 李世济  -  梅妃 【南梆子】 展鸾笺不由得寸心如剪.flac","139","159"
"9_45","jingju","京剧 张建国 唱腔精选/京剧 张建国 唱腔精选 - CD1/1-05 - 张建国  -  伍．甘露寺.flac","101","121"
"9_46","jingju","京剧 张建国 唱腔精选/京剧 张建国 唱腔精选 - CD1/1-07 - 张建国  -  柒．击鼓骂曹.flac","179","199"
"9_47","jingju","京剧之星：江其虎专辑/09 - 江其虎  -  群英会：曹孟德领人马惯绝粮道.flac","62","82"
"9_48","jingju","中国戏曲名家名戏 京剧：杨荣环唱腔专辑/中国戏曲名家名戏 京剧：杨荣环唱腔专辑 - CD2/2-01 - 杨荣环  -  自从我随大王东征西站（霸王别姬）.flac","208","228"
"9_49","jingju","董翠娜京剧唱腔集（附伴奏）/董翠娜京剧唱腔集 - CD1/1-07 - 董翠娜  -  《状元媒》 到此时 西皮导板、慢板、原板.flac","214","234"
"9_50","jingju","京剧之星：管波专辑/13 - 管波  -  辛安驿：又是喜来又是忧.flac","84","104"
"9_51","jingju","郭瑶瑶京剧老旦唱腔·伴奏/姚利京剧老旦唱腔伴奏/2-07 - 姚利  -  李逵探母：大不该儿打伤人把大祸闯下.flac","116","136"
"9_52","jingju","京剧 梨园星光：第一集/09 - 史依弘  -  凤还巢 【本应当随母亲镐京避难】 （史敏）.flac","197","217"
"9_53","jingju","京剧之星：杜鹏专辑/03 - 杜鹏  -  大保国：臣不奏前三皇后代五帝.flac","134","154"
"9_54","jingju","赵葆秀京剧老旦唱腔精选/赵葆秀京剧老旦唱腔精选 - CD3/3-03 - 赵葆秀  -  风雨同仁堂 3. 大查柜一番话意味深长.flac","23","43"
