"audio_pair","overall_music_similarity","cultural_similarity","recommendation_level","overall_music_similarity_annotations","cultural_similarity_annotations","recommendation_level_annotations","num_annotators"
"2_26-9_8","0.12","0.00","0.06","[1.0, 2.0]","[1.0, 1.0]","[1.0, 1.5]","2"
"2_27-2_35","0.38","0.38","0.50","[2.5]","[2.5]","[3.0]","1"
"2_27-4_16","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_27-7_16","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"2_27-7_53","0.00","0.25","0.25","[1.0]","[2.0]","[2.0]","1"
"2_28-3_42","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"2_28-3_43","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_28-3_48","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_28-5_38","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_28-5_52","0.50","0.12","0.25","[3.0]","[1.5]","[2.0]","1"
"2_28-6_43","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_28-6_5","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_28-7_51","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_29-4_14","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"2_29-4_46","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_29-5_30","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"2_29-5_37","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_29-7_38","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"2_29-9_31","0.00","0.12","0.12","[1.0]","[1.5]","[1.5]","1"
"2_3-3_7","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"2_3-4_30","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_3-6_27","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_3-8_21","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_3-8_46","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-2_46","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-3_30","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-3_42","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"2_30-4_21","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-4_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-4_37","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"2_30-6_33","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_30-7_28","0.25","0.12","0.12","[2.0]","[1.5]","[1.5]","1"
"2_30-8_10","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_31-2_41","0.50","0.75","0.38","[3.0]","[4.0]","[2.5]","1"
"2_31-4_54","0.50","0.00","0.00","[3.0]","[1.0]","[1.0]","1"
"2_32-4_46","0.50","0.75","0.12","[3.0]","[4.0]","[1.5]","1"
"2_32-7_6","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_32-8_8","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_33-4_7","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"2_33-8_32","0.62","0.25","0.38","[3.5]","[2.0]","[2.5]","1"
"2_34-6_3","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_34-7_22","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_34-8_28","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_35-4_45","0.25","0.50","0.25","[2.0]","[3.0]","[2.0]","1"
"2_35-4_46","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_35-5_41","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_35-5_51","0.38","0.50","0.12","[2.5]","[3.0]","[1.5]","1"
"2_35-7_16","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_36-6_40","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_36-7_17","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_36-7_28","0.38","0.38","0.00","[2.5]","[2.5]","[1.0]","1"
"2_36-7_53","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_37-8_17","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_37-8_41","0.62","0.88","0.38","[3.5]","[4.5]","[2.5]","1"
"2_38-4_4","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_38-5_16","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_38-5_40","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_38-7_17","0.75","0.00","0.00","[4.0]","[1.0]","[1.0]","1"
"2_38-8_12","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_38-8_49","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_39-3_39","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_39-3_5","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"2_39-5_31","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"2_39-8_29","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_4-5_16","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_4-6_7","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_4-7_12","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"2_40-2_49","0.12","0.25","0.75","[1.5]","[2.0]","[4.0]","1"
"2_40-3_23","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"2_40-3_28","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_40-3_40","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"2_40-4_33","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"2_40-4_4","0.25","0.12","0.50","[2.0]","[1.5]","[3.0]","1"
"2_41-5_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_41-5_41","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"2_41-6_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_41-7_10","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_41-8_28","0.25","0.12","0.12","[2.0]","[1.5]","[1.5]","1"
"2_41-8_32","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"2_42-4_21","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"2_42-7_23","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_42-8_14","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_42-9_21","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_43-4_35","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"2_43-4_47","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_43-9_2","0.00","0.38","0.00","[1.0]","[2.5]","[1.0]","1"
"2_44-4_43","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"2_44-4_48","0.25","0.62","0.25","[2.0]","[3.5]","[2.0]","1"
"2_44-5_15","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"2_44-9_4","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"2_45-3_45","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"2_45-3_7","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_45-5_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_45-8_53","0.25","0.50","0.00","[2.0]","[3.0]","[1.0]","1"
"2_46-2_53","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_46-3_12","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_46-3_44","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"2_46-4_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_46-8_7","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_47-3_43","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"2_47-7_22","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_47-8_11","0.12","0.25","0.00","[1.5]","[2.0]","[1.0]","1"
"2_47-9_27","0.00","0.50","0.00","[1.0]","[3.0]","[1.0]","1"
"2_48-3_46","0.25","0.88","0.00","[2.0]","[4.5]","[1.0]","1"
"2_48-6_28","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_48-8_14","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_48-9_30","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_49-3_29","0.38","0.12","0.25","[2.5]","[1.5]","[2.0]","1"
"2_49-3_38","0.50","0.50","0.75","[3.0]","[3.0]","[4.0]","1"
"2_49-3_8","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_49-9_32","0.12","0.38","0.25","[1.5]","[2.5]","[2.0]","1"
"2_50-4_20","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_50-4_30","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_50-7_45","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_50-7_48","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"2_50-9_2","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"2_50-9_25","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_51-3_33","0.62","0.50","0.88","[3.5]","[3.0]","[4.5]","1"
"2_51-8_19","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"2_51-8_53","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"2_51-9_32","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_52-4_4","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_52-5_5","0.25","0.38","0.38","[2.0]","[2.5]","[2.5]","1"
"2_52-6_6","0.00","0.25","0.00","[1.0]","[2.0]","[1.0]","1"
"2_52-9_46","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_53-3_20","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_53-7_38","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"2_53-8_1","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"2_54-3_23","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_6-7_13","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_7-3_36","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_7-7_49","0.00","0.25","0.00","[1.0]","[2.0]","[1.0]","1"
"2_7-9_4","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"2_8-3_33","0.62","0.38","0.50","[3.5]","[2.5]","[3.0]","1"
"2_8-8_34","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_9-3_47","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"2_9-5_6","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"2_9-9_46","0.00","0.25","0.25","[1.0]","[2.0]","[2.0]","1"
"2_9-9_5","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_1-4_41","0.25","0.25","0.00","[2.0]","[2.0]","[1.0]","1"
"3_10-3_52","0.88","1.00","1.00","[4.5]","[5.0]","[5.0]","1"
"3_10-6_48","0.50","0.88","0.75","[3.0]","[4.5]","[4.0]","1"
"3_10-7_47","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_12-7_20","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_12-8_6","0.12","0.50","0.75","[1.5]","[3.0]","[4.0]","1"
"3_12-9_43","0.38","0.00","0.12","[2.5]","[1.0]","[1.5]","1"
"3_13-3_26","0.50","0.00","0.25","[3.0]","[1.0]","[2.0]","1"
"3_13-5_33","0.50","0.50","0.88","[3.0]","[3.0]","[4.5]","1"
"3_13-6_3","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"3_13-6_31","0.75","0.25","0.12","[4.0]","[2.0]","[1.5]","1"
"3_13-8_42","0.38","0.12","0.62","[2.5]","[1.5]","[3.5]","1"
"3_14-6_41","0.50","0.00","0.12","[3.0]","[1.0]","[1.5]","1"
"3_14-6_42","0.25","0.12","0.50","[2.0]","[1.5]","[3.0]","1"
"3_14-7_2","0.25","0.62","0.62","[2.0]","[3.5]","[3.5]","1"
"3_15-4_1","0.50","0.38","0.50","[3.0]","[2.5]","[3.0]","1"
"3_15-6_6","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_15-7_45","0.62","0.25","0.25","[3.5]","[2.0]","[2.0]","1"
"3_15-8_29","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_15-9_42","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"3_16-5_24","0.38","0.25","0.38","[2.5]","[2.0]","[2.5]","1"
"3_16-8_12","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"3_17-9_51","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_18-8_48","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"3_18-9_40","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"3_19-3_22","0.62","0.88","0.75","[3.5]","[4.5]","[4.0]","1"
"3_19-4_42","0.38","0.12","0.75","[2.5]","[1.5]","[4.0]","1"
"3_19-5_41","0.25","0.38","1.00","[2.0]","[2.5]","[5.0]","1"
"3_2-3_51","0.75","0.92","0.92","[4.5, 4.0, 3.5]","[5.0, 5.0, 4.0]","[5.0, 5.0, 4.0]","3"
"3_2-4_13","0.00","0.06","0.00","[1.0, 1.0]","[1.0, 1.5]","[1.0, 1.0]","2"
"3_2-4_8","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_2-5_22","0.33","0.42","0.25","[2.5, 3.0, 1.5]","[3.0, 3.0, 2.0]","[2.5, 2.0, 1.5]","3"
"3_2-6_24","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"3_2-6_53","0.12","0.62","0.00","[1.5]","[3.5]","[1.0]","1"
"3_2-7_1","0.50","0.38","0.31","[3.5, 2.5]","[3.0, 2.0]","[3.0, 1.5]","2"
"3_2-7_32","0.21","0.29","0.42","[2.5, 1.5, 1.5]","[4.0, 1.5, 1.0]","[3.0, 4.0, 1.0]","3"
"3_2-8_15","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"3_2-8_5","0.12","0.25","0.25","[1.5]","[2.0]","[2.0]","1"
"3_2-9_22","0.08","0.08","0.17","[1.5, 1.0, 1.5]","[1.0, 1.0, 2.0]","[2.5, 1.0, 1.5]","3"
"3_20-5_37","0.62","0.12","0.12","[3.5]","[1.5]","[1.5]","1"
"3_20-9_45","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"3_21-8_1","0.62","0.25","0.00","[3.5]","[2.0]","[1.0]","1"
"3_22-6_16","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"3_22-9_27","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"3_23-8_25","0.25","0.38","0.38","[2.0]","[2.5]","[2.5]","1"
"3_24-5_32","0.50","0.00","0.62","[3.0]","[1.0]","[3.5]","1"
"3_24-9_13","0.25","0.25","0.38","[2.0]","[2.0]","[2.5]","1"
"3_26-6_30","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_26-6_36","0.12","0.25","0.25","[1.5]","[2.0]","[2.0]","1"
"3_27-4_22","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"3_27-6_47","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_27-8_2","0.88","0.75","1.00","[4.5]","[4.0]","[5.0]","1"
"3_27-9_43","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_28-3_39","0.38","0.62","0.62","[2.5]","[3.5]","[3.5]","1"
"3_28-3_9","0.81","1.00","0.81","[4.0, 4.5]","[5.0, 5.0]","[3.5, 5.0]","2"
"3_28-4_14","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"3_28-5_2","0.38","0.50","0.50","[2.5]","[3.0]","[3.0]","1"
"3_29-9_40","0.62","0.38","0.38","[3.5]","[2.5]","[2.5]","1"
"3_3-3_41","0.75","0.75","1.00","[4.0]","[4.0]","[5.0]","1"
"3_3-7_36","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"3_30-5_15","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"3_30-7_30","0.25","0.00","0.75","[2.0]","[1.0]","[4.0]","1"
"3_30-9_41","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_31-4_6","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_31-6_7","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"3_31-8_39","0.50","0.25","0.12","[3.0]","[2.0]","[1.5]","1"
"3_32-5_49","0.00","0.00","0.38","[1.0]","[1.0]","[2.5]","1"
"3_32-7_11","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"3_32-7_24","0.50","0.62","0.12","[3.0]","[3.5]","[1.5]","1"
"3_33-3_45","0.38","0.38","0.25","[2.5]","[2.5]","[2.0]","1"
"3_33-4_30","0.25","0.25","0.88","[2.0]","[2.0]","[4.5]","1"
"3_33-8_11","0.38","0.12","0.75","[2.5]","[1.5]","[4.0]","1"
"3_33-9_33","0.25","0.00","0.12","[2.0]","[1.0]","[1.5]","1"
"3_34-5_15","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"3_34-6_32","0.75","0.50","0.75","[4.0]","[3.0]","[4.0]","1"
"3_34-9_17","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"3_35-4_21","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"3_35-4_7","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_35-6_26","0.12","0.25","0.00","[1.5]","[2.0]","[1.0]","1"
"3_36-4_43","0.62","0.62","0.50","[3.5]","[3.5]","[3.0]","1"
"3_36-5_19","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"3_36-6_22","0.38","0.00","0.25","[2.5]","[1.0]","[2.0]","1"
"3_37-4_6","0.12","0.75","0.12","[1.5]","[4.0]","[1.5]","1"
"3_37-6_45","0.75","0.50","0.62","[4.0]","[3.0]","[3.5]","1"
"3_37-8_51","0.38","0.25","0.75","[2.5]","[2.0]","[4.0]","1"
"3_38-5_4","0.88","1.00","0.88","[4.5]","[5.0]","[4.5]","1"
"3_38-5_45","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"3_39-6_37","0.12","0.25","0.00","[1.5]","[2.0]","[1.0]","1"
"3_39-9_20","0.25","0.00","0.38","[2.0]","[1.0]","[2.5]","1"
"3_40-6_15","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"3_40-9_5","0.00","0.50","0.00","[1.0]","[3.0]","[1.0]","1"
"3_41-4_11","0.62","0.50","0.50","[3.5]","[3.0]","[3.0]","1"
"3_41-4_29","0.12","0.25","0.12","[1.5]","[2.0]","[1.5]","1"
"3_41-5_30","0.62","0.25","0.12","[3.5]","[2.0]","[1.5]","1"
"3_41-5_52","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"3_41-5_53","0.75","0.50","0.50","[4.0]","[3.0]","[3.0]","1"
"3_41-7_48","0.50","0.00","0.50","[3.0]","[1.0]","[3.0]","1"
"3_41-8_41","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"3_41-9_43","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_42-8_36","0.62","0.62","0.25","[3.5]","[3.5]","[2.0]","1"
"3_42-9_44","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"3_43-6_51","0.62","0.50","0.62","[3.5]","[3.0]","[3.5]","1"
"3_44-4_33","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"3_44-8_35","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"3_44-9_44","0.25","0.00","0.12","[2.0]","[1.0]","[1.5]","1"
"3_45-3_54","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"3_45-7_41","0.12","0.25","0.25","[1.5]","[2.0]","[2.0]","1"
"3_46-5_5","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"3_46-8_35","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_46-8_49","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"3_47-4_4","0.62","0.50","0.75","[3.5]","[3.0]","[4.0]","1"
"3_47-5_28","0.50","0.50","0.38","[3.0]","[3.0]","[2.5]","1"
"3_47-7_17","1.00","1.00","0.00","[5.0]","[5.0]","[1.0]","1"
"3_47-9_15","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_48-4_2","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_48-4_26","0.25","0.12","0.38","[2.0]","[1.5]","[2.5]","1"
"3_48-4_41","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"3_48-5_3","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"3_48-9_23","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"3_49-4_44","0.00","0.38","0.00","[1.0]","[2.5]","[1.0]","1"
"3_49-6_32","0.75","0.25","0.75","[4.0]","[2.0]","[4.0]","1"
"3_49-8_24","0.00","0.25","0.00","[1.0]","[2.0]","[1.0]","1"
"3_49-9_50","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"3_5-5_48","0.50","0.25","0.38","[3.0]","[2.0]","[2.5]","1"
"3_5-8_10","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"3_50-5_40","0.50","0.12","0.50","[3.0]","[1.5]","[3.0]","1"
"3_50-5_54","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_50-6_22","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"3_50-9_31","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"3_51-4_13","0.12","0.06","0.25","[1.5, 1.5]","[1.5, 1.0]","[3.0, 1.0]","2"
"3_51-4_8","0.38","0.50","0.38","[2.5]","[3.0]","[2.5]","1"
"3_51-5_22","0.62","0.69","0.56","[4.0, 3.0]","[3.0, 4.5]","[2.0, 4.5]","2"
"3_51-5_34","0.31","0.38","0.44","[1.5, 3.0]","[1.0, 4.0]","[1.5, 4.0]","2"
"3_51-6_24","0.50","0.25","0.38","[3.0]","[2.0]","[2.5]","1"
"3_51-7_1","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"3_51-7_32","0.38","0.12","0.38","[2.5]","[1.5]","[2.5]","1"
"3_51-8_15","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"3_51-8_5","0.75","0.62","0.88","[4.0]","[3.5]","[4.5]","1"
"3_51-9_22","0.50","0.38","0.50","[3.0]","[2.5]","[3.0]","1"
"3_51-9_8","0.00","0.00","0.00","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","2"
"3_52-5_3","0.38","0.50","0.50","[2.5]","[3.0]","[3.0]","1"
"3_52-6_29","0.00","0.25","0.25","[1.0]","[2.0]","[2.0]","1"
"3_52-7_48","0.25","0.12","0.12","[2.0]","[1.5]","[1.5]","1"
"3_53-7_16","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"3_53-7_45","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"3_53-7_50","0.25","0.75","0.00","[2.0]","[4.0]","[1.0]","1"
"3_53-8_22","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"3_54-9_23","0.12","0.00","0.25","[1.5]","[1.0]","[2.0]","1"
"3_6-7_7","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_6-9_17","0.00","0.00","0.25","[1.0]","[1.0]","[2.0]","1"
"3_7-5_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"3_7-7_23","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"3_7-7_37","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"3_7-9_51","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"3_8-7_54","0.25","0.00","0.50","[2.0]","[1.0]","[3.0]","1"
"3_9-6_12","0.38","0.50","0.50","[2.5]","[3.0]","[3.0]","1"
"3_9-7_48","0.00","0.25","0.00","[1.0]","[2.0]","[1.0]","1"
"3_9-8_10","0.75","1.00","1.00","[4.0]","[5.0]","[5.0]","1"
"4_1-4_11","0.25","0.50","0.62","[2.0]","[3.0]","[3.5]","1"
"4_1-5_25","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"4_1-6_20","0.50","0.50","0.62","[3.0]","[3.0]","[3.5]","1"
"4_1-7_28","0.62","0.12","0.75","[3.5]","[1.5]","[4.0]","1"
"4_10-5_10","0.25","0.00","0.38","[2.0]","[1.0]","[2.5]","1"
"4_11-4_19","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"4_11-7_49","0.25","0.38","0.25","[2.0]","[2.5]","[2.0]","1"
"4_11-8_1","0.38","0.50","0.75","[2.5]","[3.0]","[4.0]","1"
"4_11-8_8","0.75","0.62","0.75","[4.0]","[3.5]","[4.0]","1"
"4_11-9_34","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"4_12-6_18","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"4_12-7_53","0.38","0.38","0.25","[2.5]","[2.5]","[2.0]","1"
"4_13-4_8","0.69","0.69","0.50","[4.0, 3.5]","[4.0, 3.5]","[4.0, 2.0]","2"
"4_13-5_22","0.62","0.62","0.62","[3.0, 4.0]","[3.0, 4.0]","[3.0, 4.0]","2"
"4_13-5_34","0.56","0.50","0.25","[3.5, 3.0]","[3.0, 3.0]","[3.0, 1.0]","2"
"4_13-6_24","0.67","0.62","0.62","[3.5, 4.0, 3.5]","[3.0, 4.0, 3.5]","[3.0, 4.0, 3.5]","3"
"4_13-6_53","0.69","0.69","0.75","[3.5, 4.0]","[4.0, 3.5]","[4.0, 4.0]","2"
"4_13-7_1","0.46","0.50","0.46","[3.5, 3.0, 2.0]","[4.0, 2.5, 2.5]","[4.0, 2.5, 2.0]","3"
"4_13-7_32","0.75","0.50","0.62","[4.0]","[3.0]","[3.5]","1"
"4_13-8_15","0.12","0.19","0.12","[1.5, 1.5]","[1.5, 2.0]","[1.5, 1.5]","2"
"4_13-9_22","0.31","0.12","0.12","[1.5, 3.0]","[1.0, 2.0]","[1.0, 2.0]","2"
"4_13-9_8","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_14-4_17","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"4_14-4_35","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"4_14-7_54","0.25","0.50","0.38","[2.0]","[3.0]","[2.5]","1"
