note_id,path,split,instrument_family,instrument_source,pitch,velocity,sample_rate,license_status,notes
bass_synthetic_134-106-025,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_134-106-025.wav,valid,bass,synthetic,106,25,16000,nsynth_license,
reed_acoustic_018-060-100,../../datasets/nsynth/nsynth-valid/audio/reed_acoustic_018-060-100.wav,valid,reed,acoustic,60,100,16000,nsynth_license,
bass_electronic_018-045-050,../../datasets/nsynth/nsynth-valid/audio/bass_electronic_018-045-050.wav,valid,bass,electronic,45,50,16000,nsynth_license,
bass_synthetic_134-055-050,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_134-055-050.wav,valid,bass,synthetic,55,50,16000,nsynth_license,
string_acoustic_056-060-050,../../datasets/nsynth/nsynth-valid/audio/string_acoustic_056-060-050.wav,valid,string,acoustic,60,50,16000,nsynth_license,
guitar_electronic_022-088-100,../../datasets/nsynth/nsynth-valid/audio/guitar_electronic_022-088-100.wav,valid,guitar,electronic,88,100,16000,nsynth_license,
guitar_acoustic_030-098-050,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_030-098-050.wav,valid,guitar,acoustic,98,50,16000,nsynth_license,
keyboard_electronic_001-106-075,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_001-106-075.wav,valid,keyboard,electronic,106,75,16000,nsynth_license,
guitar_electronic_028-056-075,../../datasets/nsynth/nsynth-valid/audio/guitar_electronic_028-056-075.wav,valid,guitar,electronic,56,75,16000,nsynth_license,
vocal_synthetic_003-059-127,../../datasets/nsynth/nsynth-valid/audio/vocal_synthetic_003-059-127.wav,valid,vocal,synthetic,59,127,16000,nsynth_license,
brass_acoustic_046-080-127,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_046-080-127.wav,valid,brass,acoustic,80,127,16000,nsynth_license,
mallet_acoustic_056-115-075,../../datasets/nsynth/nsynth-valid/audio/mallet_acoustic_056-115-075.wav,valid,mallet,acoustic,115,75,16000,nsynth_license,
keyboard_electronic_069-051-127,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_069-051-127.wav,valid,keyboard,electronic,51,127,16000,nsynth_license,
organ_electronic_057-080-100,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_057-080-100.wav,valid,organ,electronic,80,100,16000,nsynth_license,
bass_electronic_018-052-025,../../datasets/nsynth/nsynth-valid/audio/bass_electronic_018-052-025.wav,valid,bass,electronic,52,25,16000,nsynth_license,
keyboard_electronic_002-079-025,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_002-079-025.wav,valid,keyboard,electronic,79,25,16000,nsynth_license,
keyboard_electronic_069-079-075,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_069-079-075.wav,valid,keyboard,electronic,79,75,16000,nsynth_license,
bass_electronic_018-046-050,../../datasets/nsynth/nsynth-valid/audio/bass_electronic_018-046-050.wav,valid,bass,electronic,46,50,16000,nsynth_license,
organ_electronic_007-038-050,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_007-038-050.wav,valid,organ,electronic,38,50,16000,nsynth_license,
vocal_synthetic_003-045-127,../../datasets/nsynth/nsynth-valid/audio/vocal_synthetic_003-045-127.wav,valid,vocal,synthetic,45,127,16000,nsynth_license,
keyboard_electronic_098-083-127,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_098-083-127.wav,valid,keyboard,electronic,83,127,16000,nsynth_license,
brass_acoustic_015-068-100,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_015-068-100.wav,valid,brass,acoustic,68,100,16000,nsynth_license,
organ_electronic_007-037-025,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_007-037-025.wav,valid,organ,electronic,37,25,16000,nsynth_license,
string_acoustic_014-044-075,../../datasets/nsynth/nsynth-valid/audio/string_acoustic_014-044-075.wav,valid,string,acoustic,44,75,16000,nsynth_license,
organ_electronic_057-025-025,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_057-025-025.wav,valid,organ,electronic,25,25,16000,nsynth_license,
guitar_acoustic_014-084-050,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_014-084-050.wav,valid,guitar,acoustic,84,50,16000,nsynth_license,
guitar_acoustic_015-086-100,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_015-086-100.wav,valid,guitar,acoustic,86,100,16000,nsynth_license,
keyboard_electronic_078-033-100,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_078-033-100.wav,valid,keyboard,electronic,33,100,16000,nsynth_license,
guitar_acoustic_015-037-050,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_015-037-050.wav,valid,guitar,acoustic,37,50,16000,nsynth_license,
reed_acoustic_023-089-100,../../datasets/nsynth/nsynth-valid/audio/reed_acoustic_023-089-100.wav,valid,reed,acoustic,89,100,16000,nsynth_license,
flute_synthetic_000-092-050,../../datasets/nsynth/nsynth-valid/audio/flute_synthetic_000-092-050.wav,valid,flute,synthetic,92,50,16000,nsynth_license,
mallet_acoustic_047-089-127,../../datasets/nsynth/nsynth-valid/audio/mallet_acoustic_047-089-127.wav,valid,mallet,acoustic,89,127,16000,nsynth_license,
organ_electronic_001-061-127,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_001-061-127.wav,valid,organ,electronic,61,127,16000,nsynth_license,
guitar_acoustic_014-101-100,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_014-101-100.wav,valid,guitar,acoustic,101,100,16000,nsynth_license,
string_acoustic_071-025-025,../../datasets/nsynth/nsynth-valid/audio/string_acoustic_071-025-025.wav,valid,string,acoustic,25,25,16000,nsynth_license,
brass_acoustic_015-060-050,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_015-060-050.wav,valid,brass,acoustic,60,50,16000,nsynth_license,
guitar_acoustic_014-040-100,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_014-040-100.wav,valid,guitar,acoustic,40,100,16000,nsynth_license,
reed_acoustic_023-065-100,../../datasets/nsynth/nsynth-valid/audio/reed_acoustic_023-065-100.wav,valid,reed,acoustic,65,100,16000,nsynth_license,
keyboard_synthetic_000-103-075,../../datasets/nsynth/nsynth-valid/audio/keyboard_synthetic_000-103-075.wav,valid,keyboard,synthetic,103,75,16000,nsynth_license,
guitar_acoustic_010-108-025,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_010-108-025.wav,valid,guitar,acoustic,108,25,16000,nsynth_license,
keyboard_synthetic_000-080-075,../../datasets/nsynth/nsynth-valid/audio/keyboard_synthetic_000-080-075.wav,valid,keyboard,synthetic,80,75,16000,nsynth_license,
flute_synthetic_000-024-025,../../datasets/nsynth/nsynth-valid/audio/flute_synthetic_000-024-025.wav,valid,flute,synthetic,24,25,16000,nsynth_license,
guitar_acoustic_014-066-025,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_014-066-025.wav,valid,guitar,acoustic,66,25,16000,nsynth_license,
bass_synthetic_009-022-075,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_009-022-075.wav,valid,bass,synthetic,22,75,16000,nsynth_license,
brass_acoustic_006-042-127,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_006-042-127.wav,valid,brass,acoustic,42,127,16000,nsynth_license,
brass_acoustic_059-056-100,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_059-056-100.wav,valid,brass,acoustic,56,100,16000,nsynth_license,
brass_acoustic_006-082-100,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_006-082-100.wav,valid,brass,acoustic,82,100,16000,nsynth_license,
keyboard_electronic_098-103-127,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_098-103-127.wav,valid,keyboard,electronic,103,127,16000,nsynth_license,
flute_acoustic_002-088-025,../../datasets/nsynth/nsynth-valid/audio/flute_acoustic_002-088-025.wav,valid,flute,acoustic,88,25,16000,nsynth_license,
bass_synthetic_068-085-050,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_068-085-050.wav,valid,bass,synthetic,85,50,16000,nsynth_license,
keyboard_acoustic_004-036-025,../../datasets/nsynth/nsynth-valid/audio/keyboard_acoustic_004-036-025.wav,valid,keyboard,acoustic,36,25,16000,nsynth_license,
bass_synthetic_135-056-050,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_135-056-050.wav,valid,bass,synthetic,56,50,16000,nsynth_license,
organ_electronic_113-029-050,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_113-029-050.wav,valid,organ,electronic,29,50,16000,nsynth_license,
brass_acoustic_006-039-127,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_006-039-127.wav,valid,brass,acoustic,39,127,16000,nsynth_license,
bass_synthetic_134-027-075,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_134-027-075.wav,valid,bass,synthetic,27,75,16000,nsynth_license,
bass_synthetic_033-021-025,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_033-021-025.wav,valid,bass,synthetic,21,25,16000,nsynth_license,
guitar_acoustic_021-088-025,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_021-088-025.wav,valid,guitar,acoustic,88,25,16000,nsynth_license,
keyboard_acoustic_004-085-050,../../datasets/nsynth/nsynth-valid/audio/keyboard_acoustic_004-085-050.wav,valid,keyboard,acoustic,85,50,16000,nsynth_license,
organ_electronic_104-061-075,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_104-061-075.wav,valid,organ,electronic,61,75,16000,nsynth_license,
keyboard_electronic_098-035-100,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_098-035-100.wav,valid,keyboard,electronic,35,100,16000,nsynth_license,
vocal_synthetic_003-057-050,../../datasets/nsynth/nsynth-valid/audio/vocal_synthetic_003-057-050.wav,valid,vocal,synthetic,57,50,16000,nsynth_license,
organ_electronic_104-057-050,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_104-057-050.wav,valid,organ,electronic,57,50,16000,nsynth_license,
organ_electronic_001-086-025,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_001-086-025.wav,valid,organ,electronic,86,25,16000,nsynth_license,
organ_electronic_104-045-050,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_104-045-050.wav,valid,organ,electronic,45,50,16000,nsynth_license,
organ_electronic_028-058-025,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_028-058-025.wav,valid,organ,electronic,58,25,16000,nsynth_license,
flute_synthetic_000-022-127,../../datasets/nsynth/nsynth-valid/audio/flute_synthetic_000-022-127.wav,valid,flute,synthetic,22,127,16000,nsynth_license,
flute_synthetic_000-049-127,../../datasets/nsynth/nsynth-valid/audio/flute_synthetic_000-049-127.wav,valid,flute,synthetic,49,127,16000,nsynth_license,
organ_electronic_057-071-025,../../datasets/nsynth/nsynth-valid/audio/organ_electronic_057-071-025.wav,valid,organ,electronic,71,25,16000,nsynth_license,
bass_synthetic_033-086-100,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_033-086-100.wav,valid,bass,synthetic,86,100,16000,nsynth_license,
brass_acoustic_046-072-050,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_046-072-050.wav,valid,brass,acoustic,72,50,16000,nsynth_license,
reed_acoustic_023-067-025,../../datasets/nsynth/nsynth-valid/audio/reed_acoustic_023-067-025.wav,valid,reed,acoustic,67,25,16000,nsynth_license,
brass_acoustic_046-056-100,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_046-056-100.wav,valid,brass,acoustic,56,100,16000,nsynth_license,
keyboard_electronic_078-058-075,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_078-058-075.wav,valid,keyboard,electronic,58,75,16000,nsynth_license,
reed_acoustic_018-057-127,../../datasets/nsynth/nsynth-valid/audio/reed_acoustic_018-057-127.wav,valid,reed,acoustic,57,127,16000,nsynth_license,
guitar_acoustic_015-065-127,../../datasets/nsynth/nsynth-valid/audio/guitar_acoustic_015-065-127.wav,valid,guitar,acoustic,65,127,16000,nsynth_license,
bass_electronic_018-030-025,../../datasets/nsynth/nsynth-valid/audio/bass_electronic_018-030-025.wav,valid,bass,electronic,30,25,16000,nsynth_license,
bass_synthetic_098-065-127,../../datasets/nsynth/nsynth-valid/audio/bass_synthetic_098-065-127.wav,valid,bass,synthetic,65,127,16000,nsynth_license,
keyboard_electronic_002-087-050,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_002-087-050.wav,valid,keyboard,electronic,87,50,16000,nsynth_license,
mallet_acoustic_056-053-127,../../datasets/nsynth/nsynth-valid/audio/mallet_acoustic_056-053-127.wav,valid,mallet,acoustic,53,127,16000,nsynth_license,
brass_acoustic_059-048-025,../../datasets/nsynth/nsynth-valid/audio/brass_acoustic_059-048-025.wav,valid,brass,acoustic,48,25,16000,nsynth_license,
string_acoustic_014-057-127,../../datasets/nsynth/nsynth-valid/audio/string_acoustic_014-057-127.wav,valid,string,acoustic,57,127,16000,nsynth_license,
keyboard_electronic_003-052-025,../../datasets/nsynth/nsynth-valid/audio/keyboard_electronic_003-052-025.wav,valid,keyboard,electronic,52,25,16000,nsynth_license,
